Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,num_reviews,num_purchases,review_text,sentiment_score,sentiment
2224,69240026,NORSBORG,Sofas & armchairs,522.32,"SR 4,125",True,https://www.ikea.com/sa/en/p/norsborg-4-seat-sofa-edum-with-chaise-longue-edum-birch-beige-birch-s69240026/,Yes,        4-seat sofa,Ehlén Johansson,,85.0,293.0,955,1237,"[""Overpriced for the quality."", ""Assembly was tricky, but worth it. Good quality."", ""Amazing! Will buy again.""]",0.4444999999999999,positive
2225,20033919,ALSEDA,Sofas & armchairs,148.15,No old price,True,https://www.ikea.com/sa/en/p/alseda-stool-banana-fibre-20033919/,No,        Stool,IKEA of Sweden,,18.0,,755,4019,"[""Fell apart after a week. Poor quality."", ""Perfect fit! Durable and elegant. 5 stars!"", ""Assembly was tricky, but worth it. Good quality.""]",0.3681333333333333,positive
2226,30451067,GAMLARP,Sofas & armchairs,255.17,No old price,True,https://www.ikea.com/sa/en/p/gamlarp-3-seat-sofa-dark-grey-30451067/,No,        3-seat sofa,304.510.67,90.0,86.0,211.0,901,3015,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Assembly was tricky, but worth it. Good quality."", ""Great value. Easy to assemble. Looks perfect in my office.""]",0.8337333333333334,positive
2227,80437489,GRYTTBY,Sofas & armchairs,248.11,SR 295,True,https://www.ikea.com/sa/en/p/gryttby-cover-3-seat-sofa-knisa-dark-grey-80437489/,No,        Cover 3-seat sofa,David Wahl,,,,384,4369,"[""Overpriced for the quality."", ""Love this item! Super sturdy and stylish."", ""Color not as expected. Otherwise fine.""]",0.3525333333333333,positive
2228,29284381,SÖDERHAMN,Sofas & armchairs,154.49,No old price,True,https://www.ikea.com/sa/en/p/soederhamn-corner-sofa-4-seat-with-open-end-finnsta-turquoise-s29284381/,Yes,"        Corner sofa, 4-seat",Ola Wihlborg,99.0,83.0,192.0,17,833,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Overpriced for the quality."", ""Love this item! Super sturdy and stylish.""]",0.5756,positive
2229,9217830,BRÅTHULT,Sofas & armchairs,284.43,"SR 1,495",True,https://www.ikea.com/sa/en/p/brathult-corner-sofa-3-seat-vissle-red-orange-s09217830/,Yes,"        Corner sofa, 3-seat",David Wahl/Lisa Hilland/IKEA of Sweden,,69.0,212.0,350,999,"[""Assembly was tricky, but worth it. Good quality."", ""Great value. Easy to assemble. Looks perfect in my office."", ""Love this item! Super sturdy and stylish.""]",0.8283333333333335,positive
2230,60431563,FRIHETEN,Sofas & armchairs,524.54,No old price,True,https://www.ikea.com/sa/en/p/friheten-3-seat-sofa-bed-skiftebo-blue-60431563/,Yes,        3-seat sofa-bed,IKEA of Sweden,105.0,83.0,225.0,138,3989,"[""Overpriced for the quality."", ""Fell apart after a week. Poor quality."", ""Color not as expected. Otherwise fine.""]",-0.0914666666666666,negative
2231,89254786,GRÖNLID,Sofas & armchairs,523.92,No old price,True,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-inseros-white-s89254786/,Yes,        3-seat sofa,Ehlén Johansson/Francis Cayouette,98.0,104.0,247.0,785,94,"[""Assembly was tricky, but worth it. Good quality."", ""Best purchase! Transformed my kitchen."", ""Overpriced for the quality.""]",0.4597333333333333,positive
2232,59270274,LANDSKRONA,Sofas & armchairs,547.0,No old price,True,https://www.ikea.com/sa/en/p/landskrona-2-seat-sofa-gunnared-dark-grey-metal-s59270274/,Yes,        2-seat sofa,IKEA of Sweden/Tord Björklund,89.0,78.0,164.0,678,1860,"[""Love this item! Super sturdy and stylish."", ""Fell apart after a week. Poor quality."", ""Overpriced for the quality.""]",0.1261999999999999,positive
2233,29193692,KIVIK,Sofas & armchairs,246.63,No old price,True,https://www.ikea.com/sa/en/p/kivik-corner-sofa-6-seat-with-chaise-longue-hillared-hillared-dark-blue-s29193692/,Yes,"        Corner sofa, 6-seat",Ola Wihlborg,163.0,83.0,387.0,361,4616,"[""Color not as expected. Otherwise fine."", ""Great value. Easy to assemble. Looks perfect in my bedroom."", ""Exactly what I needed. Highly recommend.""]",0.5141666666666667,positive
2234,60116960,LYCKSELE,Sofas & armchairs,148.05,No old price,True,https://www.ikea.com/sa/en/p/lycksele-storage-box-2-seat-sofa-bed-black-60116960/,No,        Storage box 2-seat sofa-bed,IKEA of Sweden,55.0,21.0,92.0,367,2131,"[""Color not as expected. Otherwise fine."", ""Best purchase! Transformed my living room."", ""Overpriced for the quality.""]",0.2906333333333333,positive
2235,50360009,STRANDMON,Sofas & armchairs,138.47,No old price,True,https://www.ikea.com/sa/en/p/strandmon-footstool-djuparp-dark-green-50360009/,Yes,        Footstool,IKEA of Sweden,40.0,44.0,60.0,526,3548,"[""Best purchase! Transformed my kitchen."", ""Love this item! Super sturdy and stylish."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.7988,positive
2236,59307649,GRÖNLID,Sofas & armchairs,288.61,No old price,True,https://www.ikea.com/sa/en/p/groenlid-4-seat-sofa-with-chaise-longue-inseros-white-s59307649/,Yes,        4-seat sofa,Francis Cayouette/Ehlén Johansson,164.0,104.0,328.0,504,879,"[""Love this item! Super sturdy and stylish."", ""Exactly what I needed. Highly recommend."", ""Best purchase! Transformed my bedroom.""]",0.6483333333333333,positive
2237,89135939,SÖDERHAMN,Sofas & armchairs,57.82,No old price,True,https://www.ikea.com/sa/en/p/soederhamn-3-seat-section-finnsta-turquoise-s89135939/,Yes,        3-seat section,Ola Wihlborg,99.0,83.0,186.0,95,1959,"[""Color not as expected. Otherwise fine."", ""Amazing! Will buy again."", ""Exactly what I needed. Highly recommend.""]",0.4154333333333333,positive
2238,70284203,ASKEBY,Sofas & armchairs,490.17,No old price,True,https://www.ikea.com/sa/en/p/askeby-two-seat-sofa-bed-black-70284203/,No,        Two-seat sofa-bed,"702.842.03 A sofa-bed with small, neat dimensions which is easy to furnish with, even when space is limited.Readily converts into a bed.Fixed cover.",72.0,72.0,149.0,184,2631,"[""Great value. Easy to assemble. Looks perfect in my office."", ""Overpriced for the quality."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.5972000000000001,positive
2239,59217804,BRÅTHULT,Sofas & armchairs,129.94,"SR 1,345",True,https://www.ikea.com/sa/en/p/brathult-3-seat-sofa-borred-grey-green-s59217804/,Yes,        3-seat sofa,IKEA of Sweden/David Wahl/Lisa Hilland,78.0,69.0,212.0,811,741,"[""Amazing! Will buy again."", ""Best purchase! Transformed my living room."", ""Fell apart after a week. Poor quality.""]",0.2722666666666666,positive
2240,89239786,NORSBORG,Sofas & armchairs,596.51,"SR 5,725",True,https://www.ikea.com/sa/en/p/norsborg-corner-sofa-5-seat-edum-beige-birch-beige-s89239786/,Yes,"        Corner sofa, 5-seat",Ehlén Johansson,88.0,85.0,285.0,202,4069,"[""Great value. Easy to assemble. Looks perfect in my living room."", ""Exactly what I needed. Highly recommend."", ""Love this item! Super sturdy and stylish.""]",0.7318333333333333,positive
2241,69298772,VIMLE,Sofas & armchairs,354.01,No old price,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-dalstorp-multicolour-s69298772/,Yes,        3-seat sofa,Ehlén Johansson,98.0,83.0,241.0,320,981,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Best purchase! Transformed my office."", ""Fell apart after a week. Poor quality.""]",0.3548,positive
2242,49240193,NORSBORG,Sofas & armchairs,312.06,"SR 2,525",True,https://www.ikea.com/sa/en/p/norsborg-3-seat-sofa-edum-beige-birch-beige-s49240193/,Yes,        3-seat sofa,Ehlén Johansson,88.0,85.0,213.0,128,4986,"[""Exactly what I needed. Highly recommend."", ""Fell apart after a week. Poor quality."", ""Best purchase! Transformed my living room.""]",0.2043333333333333,positive
2243,9306416,NYHAMN,Sofas & armchairs,578.55,No old price,True,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-foam-mattress-skiftebo-yellow-s09306416/,Yes,        Sofa-bed with triple cushion,IKEA of Sweden/L Hilland/Lisa Hilland,97.0,90.0,200.0,227,3456,"[""Color not as expected. Otherwise fine."", ""Assembly was tricky, but worth it. Good quality."", ""Overpriced for the quality.""]",0.3039666666666666,positive
2244,79217902,SANDBACKEN,Sofas & armchairs,395.37,"SR 1,950",True,https://www.ikea.com/sa/en/p/sandbacken-corner-sofa-bed-lofallet-beige-s79217902/,Yes,        Corner sofa-bed,David Wahl/Lisa Hilland/IKEA of Sweden,,69.0,212.0,436,197,"[""Great value. Easy to assemble. Looks perfect in my bedroom."", ""Perfect fit! Durable and elegant. 5 stars!"", ""Exactly what I needed. Highly recommend.""]",0.7372333333333333,positive
2245,99239620,NORSBORG,Sofas & armchairs,351.67,SR 475,True,https://www.ikea.com/sa/en/p/norsborg-cover-for-2-seat-sofa-edum-beige-s99239620/,Yes,        Cover for 2-seat sofa,992.396.20 The cover is easy to keep clean as it is removable and can be machine washed.This product is an extra cover. Sofa is sold separately.,,,,979,1082,"[""Exactly what I needed. Highly recommend."", ""Assembly was tricky, but worth it. Good quality."", ""Fell apart after a week. Poor quality.""]",0.2176666666666666,positive
2246,19257509,EKTORP,Sofas & armchairs,426.68,No old price,True,https://www.ikea.com/sa/en/p/ektorp-3-seat-sofa-with-chaise-longue-lingbo-multicolour-s19257509/,Yes,        3-seat sofa,IKEA of Sweden,,88.0,252.0,423,1361,"[""Great value. Easy to assemble. Looks perfect in my bathroom."", ""Exactly what I needed. Highly recommend."", ""Best purchase! Transformed my bathroom.""]",0.6699333333333334,positive
2247,40266682,BOSNÄS,Sofas & armchairs,589.12,No old price,True,https://www.ikea.com/sa/en/p/bosnaes-footstool-with-storage-ransta-black-40266682/,Yes,        Footstool with storage,IKEA of Sweden,,36.0,36.0,123,437,"[""Amazing! Will buy again."", ""Assembly was tricky, but worth it. Good quality."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.735,positive
2248,89272667,LANDSKRONA,Sofas & armchairs,106.25,No old price,True,https://www.ikea.com/sa/en/p/landskrona-3-seat-sofa-with-chaise-longue-gunnared-dark-grey-metal-s89272667/,Yes,        3-seat sofa,IKEA of Sweden/Tord Björklund,,78.0,242.0,987,3171,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Assembly was tricky, but worth it. Good quality."", ""Overpriced for the quality.""]",0.5270333333333334,positive
2249,79284958,VIMLE,Sofas & armchairs,304.02,No old price,True,https://www.ikea.com/sa/en/p/vimle-4-seat-sofa-with-chaise-longue-gunnared-medium-grey-s79284958/,Yes,        4-seat sofa,Ehlén Johansson,164.0,83.0,322.0,154,1923,"[""Color not as expected. Otherwise fine."", ""Fell apart after a week. Poor quality."", ""Best purchase! Transformed my office.""]",0.1317333333333333,positive
2250,19254780,GRÖNLID,Sofas & armchairs,358.17,No old price,True,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-inseros-white-s19254780/,Yes,        2-seat sofa,Ehlén Johansson/Francis Cayouette,98.0,104.0,177.0,547,3638,"[""Amazing! Will buy again."", ""Great value. Easy to assemble. Looks perfect in my living room."", ""Overpriced for the quality.""]",0.5146666666666667,positive
2251,49151276,SÖDERHAMN,Sofas & armchairs,164.36,"SR 1,210",True,https://www.ikea.com/sa/en/p/soederhamn-armchair-samsta-light-pink-s49151276/,Yes,        Armchair,Ola Wihlborg,99.0,83.0,105.0,657,965,"[""Amazing! Will buy again."", ""Overpriced for the quality."", ""Love this item! Super sturdy and stylish.""]",0.4930666666666667,positive
2252,20424362,FYRESDAL,Sofas & armchairs,294.97,No old price,True,https://www.ikea.com/sa/en/p/fyresdal-day-bed-frame-black-20424362/,No,"        Day-bed frame,          80x200 cm",K Hagberg/M Hagberg,,94.0,88.0,312,1928,"[""Exactly what I needed. Highly recommend."", ""Color not as expected. Otherwise fine."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.4979666666666666,positive
2253,19239817,NORSBORG,Sofas & armchairs,285.97,"SR 2,075",True,https://www.ikea.com/sa/en/p/norsborg-2-seat-sofa-edum-beige-beige-birch-s19239817/,Yes,        2-seat sofa,Ehlén Johansson,88.0,85.0,153.0,753,3798,"[""Love this item! Super sturdy and stylish."", ""Exactly what I needed. Highly recommend."", ""Assembly was tricky, but worth it. Good quality.""]",0.6616666666666666,positive
2254,20403374,EKTORP,Sofas & armchairs,525.22,No old price,True,https://www.ikea.com/sa/en/p/ektorp-cover-three-seat-sofa-lingbo-multicolour-20403374/,Yes,        Cover three-seat sofa,IKEA of Sweden,,,,890,327,"[""Amazing! Will buy again."", ""Fell apart after a week. Poor quality."", ""Great value. Easy to assemble. Looks perfect in my bathroom.""]",0.3557666666666666,positive
2255,10434309,GAMLEHULT,Sofas & armchairs,520.61,No old price,True,https://www.ikea.com/sa/en/p/gamlehult-footstool-with-storage-rattan-anthracite-10434309/,No,        Footstool with storage,A Fredriksson/J Hultqvist/W Chong,,36.0,,597,2027,"[""Amazing! Will buy again."", ""Fell apart after a week. Poor quality."", ""Overpriced for the quality.""]",0.0490666666666666,neutral
2256,19282962,SÖDERHAMN,Sofas & armchairs,418.04,No old price,True,https://www.ikea.com/sa/en/p/soederhamn-2-seat-sofa-with-chaise-longue-samsta-dark-grey-s19282962/,No,        2-seat sofa,Ola Wihlborg,151.0,83.0,186.0,996,1909,"[""Overpriced for the quality."", ""Exactly what I needed. Highly recommend."", ""Color not as expected. Otherwise fine.""]",0.2074666666666666,positive
2257,59284351,SÖDERHAMN,Sofas & armchairs,293.4,No old price,True,https://www.ikea.com/sa/en/p/soederhamn-4-seat-sofa-with-chaise-longue-finnsta-turquoise-s59284351/,Yes,        4-seat sofa,Ola Wihlborg,151.0,83.0,291.0,849,3086,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Love this item! Super sturdy and stylish."", ""Exactly what I needed. Highly recommend.""]",0.7156333333333333,positive
2258,39270326,LANDSKRONA,Sofas & armchairs,287.2,No old price,True,https://www.ikea.com/sa/en/p/landskrona-3-seat-sofa-gunnared-light-green-wood-s39270326/,Yes,        3-seat sofa,IKEA of Sweden/Tord Björklund,89.0,78.0,204.0,354,3421,"[""Assembly was tricky, but worth it. Good quality."", ""Love this item! Super sturdy and stylish."", ""Amazing! Will buy again.""]",0.7296,positive
2259,89300750,FLOTTEBO,Sofas & armchairs,92.49,"SR 2,795",True,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-gunnared-medium-grey-s89300750/,Yes,"        Sofa-bed with side table,          120 cm",C Halskov/H Dalsgaard,120.0,79.0,200.0,823,4763,"[""Fell apart after a week. Poor quality."", ""Color not as expected. Otherwise fine."", ""Exactly what I needed. Highly recommend.""]",0.0485666666666666,neutral
2260,80328292,SÖDERHAMN,Sofas & armchairs,144.32,SR 45,True,https://www.ikea.com/sa/en/p/soederhamn-cover-for-armrest-samsta-light-pink-80328292/,Yes,        Cover for armrest,Ola Wihlborg,,,,973,2232,"[""Color not as expected. Otherwise fine."", ""Exactly what I needed. Highly recommend."", ""Great value. Easy to assemble. Looks perfect in my kitchen.""]",0.5141666666666667,positive
2261,69192657,FÄRLÖV,Sofas & armchairs,433.99,"SR 2,995",True,https://www.ikea.com/sa/en/p/faerloev-3-seat-sofa-djuparp-yellow-beige-s69192657/,Yes,        3-seat sofa,Francis Cayouette,106.0,88.0,218.0,810,4725,"[""Assembly was tricky, but worth it. Good quality."", ""Love this item! Super sturdy and stylish."", ""Exactly what I needed. Highly recommend.""]",0.6616666666666666,positive
2262,79150751,HOLMSUND,Sofas & armchairs,290.05,No old price,True,https://www.ikea.com/sa/en/p/holmsund-corner-sofa-bed-nordvalla-beige-s79150751/,Yes,        Corner sofa-bed,K Hagberg/M Hagberg/IKEA of Sweden,151.0,96.0,230.0,10,1220,"[""Love this item! Super sturdy and stylish."", ""Perfect fit! Durable and elegant. 5 stars!"", ""Color not as expected. Otherwise fine.""]",0.6430333333333332,positive
2263,90349326,HEMNES,Sofas & armchairs,266.77,No old price,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-white-90349326/,No,"        Day-bed frame with 3 drawers,          80x200 cm",Carina Bengs,70.0,18.0,89.0,156,539,"[""Color not as expected. Otherwise fine."", ""Love this item! Super sturdy and stylish."", ""Assembly was tricky, but worth it. Good quality.""]",0.5890666666666666,positive
2264,70451065,GAMLARP,Sofas & armchairs,144.84,No old price,True,https://www.ikea.com/sa/en/p/gamlarp-2-seat-sofa-dark-grey-70451065/,No,        2-seat sofa,704.510.65,90.0,86.0,171.0,296,2575,"[""Fell apart after a week. Poor quality."", ""Great value. Easy to assemble. Looks perfect in my kitchen."", ""Love this item! Super sturdy and stylish.""]",0.4329,positive
2265,70340567,GRÄLVIKEN,Sofas & armchairs,495.38,No old price,True,https://www.ikea.com/sa/en/p/graelviken-3-seat-sofa-bed-grey-70340567/,No,        3-seat sofa-bed,IKEA of Sweden,86.0,74.0,225.0,985,1232,"[""Exactly what I needed. Highly recommend."", ""Best purchase! Transformed my living room."", ""Fell apart after a week. Poor quality.""]",0.2043333333333332,positive
2266,9193754,KIVIK,Sofas & armchairs,369.63,No old price,True,https://www.ikea.com/sa/en/p/kivik-three-seat-sofa-hillared-dark-blue-s09193754/,Yes,        Three-seat sofa,Ola Wihlborg,95.0,83.0,228.0,663,4529,"[""Fell apart after a week. Poor quality."", ""Color not as expected. Otherwise fine."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.1990333333333333,positive
2267,89305535,KIVIK,Sofas & armchairs,418.17,No old price,True,https://www.ikea.com/sa/en/p/kivik-corner-sofa-5-seat-skiftebo-dark-grey-s89305535/,Yes,"        Corner sofa, 5-seat",Ola Wihlborg,95.0,83.0,297.0,62,4308,"[""Exactly what I needed. Highly recommend."", ""Color not as expected. Otherwise fine."", ""Best purchase! Transformed my bathroom.""]",0.4306666666666666,positive
2268,9256256,GRÖNLID,Sofas & armchairs,558.96,No old price,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-5-seat-with-chaise-longue-ljungen-light-green-s09256256/,Yes,"        Corner sofa, 5-seat",Ehlén Johansson/Francis Cayouette,164.0,104.0,252.0,313,2538,"[""Love this item! Super sturdy and stylish."", ""Best purchase! Transformed my bedroom."", ""Assembly was tricky, but worth it. Good quality.""]",0.7448333333333332,positive
2269,29254647,GRÖNLID,Sofas & armchairs,98.61,No old price,True,https://www.ikea.com/sa/en/p/groenlid-2-seat-section-inseros-white-s29254647/,Yes,        2-seat section,Ehlén Johansson/Francis Cayouette,98.0,104.0,141.0,78,1926,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Color not as expected. Otherwise fine."", ""Love this item! Super sturdy and stylish.""]",0.6430333333333333,positive
2270,9270295,LANDSKRONA,Sofas & armchairs,220.0,No old price,True,https://www.ikea.com/sa/en/p/landskrona-3-seat-sofa-grann-bomstad-golden-brown-metal-s09270295/,Yes,        3-seat sofa,Tord Björklund/IKEA of Sweden,89.0,78.0,204.0,370,2512,"[""Exactly what I needed. Highly recommend."", ""Great value. Easy to assemble. Looks perfect in my office."", ""Overpriced for the quality.""]",0.4467333333333333,positive
2271,40399314,KLIPPAN,Sofas & armchairs,65.32,No old price,True,https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-bomstad-black-40399314/,No,        2-seat sofa,IKEA of Sweden,88.0,66.0,177.0,611,1680,"[""Exactly what I needed. Highly recommend."", ""Fell apart after a week. Poor quality."", ""Assembly was tricky, but worth it. Good quality.""]",0.2176666666666666,positive
2272,29257504,EKTORP,Sofas & armchairs,139.5,No old price,True,https://www.ikea.com/sa/en/p/ektorp-footstool-lingbo-multicolour-s29257504/,Yes,        Footstool,IKEA of Sweden,,44.0,62.0,967,337,"[""Assembly was tricky, but worth it. Good quality."", ""Best purchase! Transformed my bathroom."", ""Color not as expected. Otherwise fine.""]",0.5271666666666667,positive
2273,9149879,VALLENTUNA,Sofas & armchairs,67.15,"SR 1,450",True,https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-hillared-dark-grey-s09149879/,Yes,        Sofa-bed module,Fredriksson/L Löwenhielm/Hilland,100.0,45.0,80.0,229,4332,"[""Exactly what I needed. Highly recommend."", ""Overpriced for the quality."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.4305333333333334,positive
2274,59256414,GRÖNLID,Sofas & armchairs,393.46,No old price,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-4-seat-ljungen-dark-red-s59256414/,Yes,"        Corner sofa, 4-seat",Ehlén Johansson/Francis Cayouette,98.0,104.0,252.0,971,1957,"[""Assembly was tricky, but worth it. Good quality."", ""Overpriced for the quality."", ""Best purchase! Transformed my bathroom.""]",0.4597333333333333,positive
2275,99135934,SÖDERHAMN,Sofas & armchairs,198.34,SR 895,True,https://www.ikea.com/sa/en/p/soederhamn-footstool-finnsta-turquoise-s99135934/,Yes,        Footstool,Ola Wihlborg,93.0,,93.0,713,1211,"[""Amazing! Will buy again."", ""Great value. Easy to assemble. Looks perfect in my kitchen."", ""Exactly what I needed. Highly recommend.""]",0.6547,positive
2276,99295593,VIMLE,Sofas & armchairs,59.69,No old price,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-with-chaise-longue-with-headrest-gunnared-medium-grey-s99295593/,Yes,        3-seat sofa,Ehlén Johansson,164.0,103.0,252.0,975,179,"[""Amazing! Will buy again."", ""Perfect fit! Durable and elegant. 5 stars!"", ""Fell apart after a week. Poor quality.""]",0.3395666666666666,positive
2277,99299708,VIMLE,Sofas & armchairs,354.79,No old price,True,https://www.ikea.com/sa/en/p/vimle-corner-sofa-5-seat-dalstorp-multicolour-s99299708/,Yes,"        Corner sofa, 5-seat",Ehlén Johansson,98.0,83.0,319.0,584,2413,"[""Exactly what I needed. Highly recommend."", ""Amazing! Will buy again."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.6385000000000001,positive
2278,69254792,GRÖNLID,Sofas & armchairs,130.46,No old price,True,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-with-chaise-longue-inseros-white-s69254792/,Yes,        3-seat sofa,Francis Cayouette/Ehlén Johansson,164.0,104.0,258.0,594,193,"[""Love this item! Super sturdy and stylish."", ""Color not as expected. Otherwise fine."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.6430333333333333,positive
2279,90413478,STOCKSUND,Sofas & armchairs,354.07,No old price,True,https://www.ikea.com/sa/en/p/stocksund-cover-for-armchair-segersta-multicolour-90413478/,Yes,        Cover for armchair,"904.134.78 SEGERSTA cover is made of cotton and polyester and is a very durable fabric, with a woven checkered pattern and a soft, smooth surface.This product is an extra cover. Armchair is sold separately.This cover’s ability to resist abrasion has been tested to handle 50,000 cycles. 15,000 cycles or more is suitable for furniture used every day at home. Over 30,000 cycles means a good ability to resist abrasion.The cover has a lightfastness level of 5 (the ability to resist colour fading) on a scale of 1 to 8. According to industry standards, a lightfastness level of 4 or higher is suitable for home use.",,,,170,65,"[""Overpriced for the quality."", ""Assembly was tricky, but worth it. Good quality."", ""Great value. Easy to assemble. Looks perfect in my kitchen.""]",0.5432333333333333,positive
2280,9289346,DELAKTIG,Sofas & armchairs,540.87,No old price,True,https://www.ikea.com/sa/en/p/delaktig-2-seat-sofa-gunnared-light-brown-pink-s09289346/,Yes,        2-seat sofa,Tom Dixon,84.0,79.0,149.0,690,294,"[""Great value. Easy to assemble. Looks perfect in my kitchen."", ""Overpriced for the quality."", ""Assembly was tricky, but worth it. Good quality.""]",0.5432333333333333,positive
2281,59254641,GRÖNLID,Sofas & armchairs,276.04,No old price,True,https://www.ikea.com/sa/en/p/groenlid-1-seat-section-inseros-white-s59254641/,Yes,        1-seat section,Francis Cayouette/Ehlén Johansson,98.0,104.0,71.0,98,976,"[""Overpriced for the quality."", ""Great value. Easy to assemble. Looks perfect in my bathroom."", ""Perfect fit! Durable and elegant. 5 stars!""]",0.5972000000000001,positive
2282,80245051,STOCKHOLM,Sofas & armchairs,533.36,"SR 8,350",True,https://www.ikea.com/sa/en/p/stockholm-three-seat-sofa-seglora-natural-80245051/,No,        Three-seat sofa,Niels Gammelgaard,88.0,80.0,211.0,697,3228,"[""Exactly what I needed. Highly recommend."", ""Great value. Easy to assemble. Looks perfect in my bedroom."", ""Overpriced for the quality.""]",0.4467333333333333,positive
2283,69254810,GRÖNLID,Sofas & armchairs,239.96,No old price,True,https://www.ikea.com/sa/en/p/groenlid-u-shaped-sofa-6-seat-with-open-end-inseros-white-s69254810/,Yes,"        U-shaped sofa, 6 seat",Ehlén Johansson/Francis Cayouette,252.0,104.0,327.0,790,2226,"[""Love this item! Super sturdy and stylish."", ""Great value. Easy to assemble. Looks perfect in my bathroom."", ""Exactly what I needed. Highly recommend.""]",0.7318333333333333,positive
2284,69285232,VIMLE,Sofas & armchairs,497.59,No old price,True,https://www.ikea.com/sa/en/p/vimle-corner-sofa-5-seat-with-chaise-longue-orrsta-black-blue-s69285232/,Yes,"        Corner sofa, 5-seat",Ehlén Johansson,164.0,83.0,249.0,594,936,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Assembly was tricky, but worth it. Good quality."", ""Great value. Easy to assemble. Looks perfect in my bedroom.""]",0.8337333333333334,positive
2285,80425212,KLIPPAN,Sofas & armchairs,372.83,No old price,True,https://www.ikea.com/sa/en/p/klippan-cover-for-2-seat-sofa-mattsbo-multicolour-80425212/,Yes,        Cover for 2-seat sofa,IKEA of Sweden,,,,766,390,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Love this item! Super sturdy and stylish."", ""Fell apart after a week. Poor quality.""]",0.4166999999999999,positive
2286,50321697,EKTORP,Sofas & armchairs,154.53,No old price,True,https://www.ikea.com/sa/en/p/ektorp-cover-two-seat-sofa-lofallet-beige-50321697/,Yes,        Cover two-seat sofa,IKEA of Sweden,,,,598,2101,"[""Fell apart after a week. Poor quality."", ""Best purchase! Transformed my bedroom."", ""Great value. Easy to assemble. Looks perfect in my bedroom.""]",0.371,positive
2287,9217849,BRÅTHULT,Sofas & armchairs,507.12,"SR 2,100",True,https://www.ikea.com/sa/en/p/brathult-corner-sofa-bed-borred-grey-green-s09217849/,Yes,        Corner sofa-bed,Lisa Hilland/David Wahl/IKEA of Sweden,78.0,69.0,212.0,168,3448,"[""Perfect fit! Durable and elegant. 5 stars!"", ""Amazing! Will buy again."", ""Fell apart after a week. Poor quality.""]",0.3395666666666666,positive
2288,99192401,FÄRLÖV,Sofas & armchairs,428.35,"SR 2,295",True,https://www.ikea.com/sa/en/p/faerloev-2-seat-sofa-flodafors-white-s99192401/,Yes,        2-seat sofa,Francis Cayouette,106.0,88.0,178.0,498,4000,"[""Color not as expected. Otherwise fine."", ""Best purchase! Transformed my kitchen."", ""Amazing! Will buy again.""]",0.4986,positive
2289,59193723,KIVIK,Sofas & armchairs,278.6,No old price,True,https://www.ikea.com/sa/en/p/kivik-u-shaped-sofa-7-seat-9-seater-hillared-dark-blue-s59193723/,Yes,"        U-shaped sofa, 7-seat",Ola Wihlborg,257.0,83.0,368.0,980,355,"[""Assembly was tricky, but worth it. Good quality."", ""Love this item! Super sturdy and stylish."", ""Color not as expected. Otherwise fine.""]",0.5890666666666666,positive
2290,99270465,LANDSKRONA,Sofas & armchairs,517.61,No old price,True,https://www.ikea.com/sa/en/p/landskrona-4-seat-sofa-with-chaise-longue-gunnared-light-green-wood-s99270465/,Yes,        4-seat sofa,Tord Björklund/IKEA of Sweden,158.0,78.0,282.0,333,957,"[""Great value. Easy to assemble. Looks perfect in my office."", ""Love this item! Super sturdy and stylish."", ""Fell apart after a week. Poor quality.""]",0.4328999999999999,positive
